country;subnational1;threshold;area_ha;extent_2000_ha;extent_2010_ha;gain_2000-2012_ha;tc_loss_ha_2001;tc_loss_ha_2002;tc_loss_ha_2003;tc_loss_ha_2004;tc_loss_ha_2005;tc_loss_ha_2006;tc_loss_ha_2007;tc_loss_ha_2008;tc_loss_ha_2009;tc_loss_ha_2010;tc_loss_ha_2011;tc_loss_ha_2012;tc_loss_ha_2013;tc_loss_ha_2014;tc_loss_ha_2015;tc_loss_ha_2016;tc_loss_ha_2017;tc_loss_ha_2018;tc_loss_ha_2019;tc_loss_ha_2020;tc_loss_ha_2021;tc_loss_ha_2022;tc_loss_ha_2023;tc_loss_ha_2024
Indonesia;Kalimantan Utara;10;7012553;6862161;6771003;30823;27101;23632;16666;36399;24005;24141;30866;39840;51742;29968;41788;60488;31931;59268;48077;38774;33986;37029;29518;24646;19385;17735;26737;20128
Indonesia;Kalimantan Utara;15;7012553;6850354;6749281;30823;27089;23622;16658;36376;23986;24133;30850;39826;51729;29962;41780;60465;31906;59199;48012;38692;33921;36962;29457;24588;19343;17703;26620;20073
Indonesia;Kalimantan Utara;20;7012553;6845511;6743392;30823;27076;23614;16654;36358;23968;24124;30829;39807;51715;29954;41767;60426;31878;59135;47937;38612;33865;36906;29411;24543;19309;17678;26554;20025
Indonesia;Kalimantan Utara;25;7012553;6842447;6733543;30823;27070;23609;16651;36350;23964;24122;30824;39805;51711;29951;41763;60416;31865;59101;47903;38568;33830;36872;29382;24517;19291;17665;26512;19998
Indonesia;Kalimantan Utara;30;7012553;6837686;6724104;30823;27060;23604;16648;36334;23948;24116;30813;39795;51702;29944;41756;60396;31842;59037;47844;38488;33775;36813;29326;24481;19260;17636;26441;19954
Indonesia;Kalimantan Utara;50;7012553;6808371;6661726;30823;26858;23497;16583;36195;23851;24028;30654;39675;51600;29888;41674;60223;31655;58580;47374;37890;33316;36369;28961;24176;19034;17450;26000;19672
Indonesia;Kalimantan Utara;75;7012553;6712816;6530439;30823;25792;22778;16127;35287;23199;23500;29826;38898;50899;29449;41213;59377;30905;56885;45748;35873;31711;34792;27633;23069;18221;16848;24667;18708
Indonesia;Kepulauan Riau;0;827637;827637;827637;20169;1731;5579;1788;4566;8150;5456;2707;8731;5251;4821;6981;9488;4967;20334;6440;13870;8750;7809;10302;9827;4913;3148;4253;3170
Indonesia;Kepulauan Riau;10;827637;705552;687029;20169;1725;5552;1781;4547;8122;5443;2697;8718;5242;4808;6963;9411;4808;19505;5996;13253;8178;6470;9126;8963;4495;2917;3485;2732
Indonesia;Kepulauan Riau;15;827637;699851;679385;20169;1722;5546;1780;4543;8113;5439;2694;8715;5241;4804;6956;9400;4795;19430;5958;13199;8119;6411;9061;8911;4463;2893;3436;2695
Indonesia;Kepulauan Riau;20;827637;696882;676414;20169;1722;5539;1778;4540;8108;5437;2692;8713;5238;4802;6952;9393;4784;19365;5932;13154;8078;6359;9004;8869;4442;2877;3411;2676
Indonesia;Kepulauan Riau;25;827637;694238;671852;20169;1720;5534;1777;4537;8101;5434;2690;8709;5236;4800;6949;9386;4776;19308;5907;13123;8046;6327;8960;8838;4424;2865;3386;2657
Indonesia;Kepulauan Riau;30;827637;689780;666857;20169;1719;5529;1775;4533;8092;5433;2688;8706;5234;4797;6945;9375;4763;19231;5869;13058;7993;6266;8888;8779;4391;2845;3343;2623
Indonesia;Kepulauan Riau;50;827637;667261;632112;20169;1690;5435;1744;4481;7977;5381;2645;8646;5192;4738;6882;9270;4663;18687;5616;12670;7678;5950;8491;8418;4202;2727;3136;2445
Indonesia;Kepulauan Riau;75;827637;595343;567141;20169;1544;4935;1606;4187;7255;5099;2403;8267;4918;4387;6484;8735;4191;16508;4669;10927;6513;4867;7063;7090;3455;2289;2519;1948
Indonesia;Lampung;0;3348719;3348719;3348719;165767;10563;9514;5047;10727;9547;14251;15812;16386;23579;14319;17136;32080;6282;15474;22366;27178;19800;20245;25970;16197;14385;12098;41877;25272
Indonesia;Lampung;10;3348719;1939865;1921706;165767;10422;9418;5010;10613;9415;14148;15697;16271;23348;14198;16905;30715;5316;11873;15078;17332;12566;11236;14451;10191;8318;7575;23636;14277
Indonesia;Lampung;15;3348719;1883304;1844060;165767;10401;9397;5003;10592;9389;14121;15670;16251;23297;14171;16867;30602;5267;11709;14738;16981;12302;10930;13998;9945;8071;7392;22954;13813
Indonesia;Lampung;20;3348719;1852504;1812024;165767;10374;9375;4994;10563;9358;14087;15632;16218;23230;14137;16821;30493;5221;11576;14503;16697;12105;10710;13684;9771;7894;7254;22487;13513
Indonesia;Lampung;25;3348719;1825690;1766953;165767;10357;9362;4986;10544;9340;14068;15612;16195;23190;14117;16791;30429;5196;11500;14376;16534;11987;10576;13490;9664;7788;7170;22175;13314
Indonesia;Lampung;30;3348719;1783131;1728342;165767;10335;9346;4981;10520;9319;14046;15584;16173;23141;14090;16755;30337;5150;11365;14132;16242;11761;10337;13177;9472;7605;7023;21635;12943
Indonesia;Lampung;50;3348719;1612454;1502398;165767;10096;9109;4892;10226;8994;13644;15169;15780;22351;13696;16201;29236;4893;10597;12909;14966;10763;9289;11776;8604;6779;6405;19424;11419
Indonesia;Lampung;75;3348719;1240834;1083447;165767;9171;8098;4453;8882;7495;11632;13036;13839;18733;11694;13894;24497;4022;8256;9544;11356;8176;6762;8408;6266;4849;4715;13531;7670
Indonesia;Maluku;0;4634756;4634756;4634756;19012;4566;14649;4320;7391;5623;12451;4467;2945;13469;4413;9475;11559;5197;17853;51242;28650;7748;12041;20296;6165;4069;5510;19763;6040
Indonesia;Maluku;10;4634756;4208948;4206901;19012;4552;14621;4314;7379;5613;12435;4461;2939;13444;4403;9405;11410;4765;15682;49387;27856;7409;11342;17625;5767;3791;5133;15132;5350
Indonesia;Maluku;15;4634756;4186066;4178359;19012;4548;14613;4312;7375;5611;12430;4458;2937;13440;4401;9399;11397;4732;15512;49259;27789;7385;11288;17468;5733;3768;5109;14819;5296
Indonesia;Maluku;20;4634756;4174202;4170820;19012;4544;14606;4310;7372;5609;12425;4458;2936;13433;4399;9391;11390;4710;15405;49150;27734;7370;11254;17353;5710;3754;5092;14638;5267
Indonesia;Maluku;25;4634756;4163300;4155704;19012;4541;14602;4309;7368;5608;12421;4457;2936;13429;4398;9385;11383;4695;15343;49090;27696;7358;11231;17291;5694;3745;5082;14512;5242
Indonesia;Maluku;30;4634756;4147416;4140188;19012;4540;14596;4307;7367;5605;12417;4456;2934;13425;4397;9380;11375;4668;15224;48979;27623;7333;11187;17179;5660;3727;5059;14304;5198
Indonesia;Maluku;50;4634756;4072180;4045125;19012;4512;14524;4289;7334;5585;12369;4441;2920;13353;4383;9306;11298;4528;14524;48284;27113;7217;10953;16494;5477;3648;4947;13139;4965
Indonesia;Maluku;75;4634756;3878963;3854034;19012;4330;13960;4167;7090;5427;12026;4329;2819;12848;4276;8911;10877;4064;12029;44913;24985;6752;10043;14421;4894;3375;4563;10234;4300
Indonesia;Maluku Utara;0;3150849;3150849;3150849;7723;7368;23439;10046;12055;6423;16127;5357;4960;13488;6073;5754;9039;6894;18294;46078;27165;10713;12603;14548;7579;6167;6482;12400;7449
Indonesia;Maluku Utara;10;3150849;3086545;3075791;7723;7359;23414;10040;12047;6419;16118;5354;4957;13480;6070;5749;9017;6804;18043;45580;26933;10616;12428;14258;7456;6068;6385;12012;7340
Indonesia;Maluku Utara;15;3150849;3081834;3068546;7723;7358;23410;10040;12046;6419;16116;5353;4957;13479;6070;5748;9015;6797;18025;45549;26915;10608;12415;14233;7446;6061;6379;11977;7330
Indonesia;Maluku Utara;20;3150849;3078992;3066698;7723;7356;23408;10039;12045;6418;16115;5353;4956;13477;6069;5747;9012;6790;18011;45507;26896;10601;12400;14206;7437;6054;6371;11949;7322
Indonesia;Maluku Utara;25;3150849;3076830;3063015;7723;7355;23405;10039;12044;6418;16113;5353;4956;13477;6069;5747;9012;6786;17999;45491;26884;10598;12392;14193;7433;6049;6367;11930;7317
Indonesia;Maluku Utara;30;3150849;3073260;3058394;7723;7354;23402;10039;12043;6418;16112;5353;4956;13474;6067;5746;9010;6781;17979;45451;26859;10589;12375;14166;7423;6041;6358;11895;7303
Indonesia;Maluku Utara;50;3150849;3053842;3025634;7723;7339;23364;10029;12029;6412;16098;5350;4949;13462;6065;5734;8989;6738;17856;45212;26723;10536;12271;13994;7359;5995;6307;11703;7241
Indonesia;Maluku Utara;75;3150849;2980357;2948858;7723;7231;22964;9876;11912;6356;15941;5309;4903;13316;6024;5678;8878;6525;17268;43664;26017;10235;11809;13287;7073;5764;6075;11041;6952
Indonesia;Nusa Tenggara Barat;0;1967050;1967050;1967050;11369;2935;2710;1738;4627;2053;2528;2013;2781;1975;1153;2445;3428;2250;9779;5423;5140;8107;11449;11808;8603;6145;7102;14085;8116
Indonesia;Nusa Tenggara Barat;10;1967050;1202001;1251802;11369;2896;2690;1729;4582;2042;2502;2004;2758;1963;1149;2370;3153;1607;7431;4552;4150;6411;8502;9031;6801;4966;5807;10413;6367
Indonesia;Nusa Tenggara Barat;15;1967050;1181956;1212105;11369;2892;2687;1726;4575;2041;2498;2001;2751;1960;1149;2356;3141;1584;7336;4511;4108;6344;8381;8915;6728;4908;5748;10264;6297
Indonesia;Nusa Tenggara Barat;20;1967050;1168940;1203200;11369;2888;2679;1723;4563;2038;2492;1998;2743;1956;1148;2341;3132;1569;7264;4480;4082;6291;8303;8841;6683;4884;5706;10160;6250
Indonesia;Nusa Tenggara Barat;25;1967050;1153052;1184538;11369;2885;2677;1721;4559;2037;2490;1995;2740;1954;1146;2335;3126;1557;7226;4463;4065;6256;8248;8793;6656;4865;5674;10072;6213
Indonesia;Nusa Tenggara Barat;30;1967050;1134688;1168565;11369;2882;2675;1719;4554;2035;2486;1993;2735;1952;1146;2327;3118;1540;7148;4435;4028;6195;8144;8705;6598;4816;5616;9928;6153
Indonesia;Nusa Tenggara Barat;50;1967050;1065482;1087442;11369;2838;2642;1698;4491;2008;2433;1960;2681;1922;1135;2242;3069;1423;6699;4256;3822;5831;7620;8190;6255;4592;5274;9225;5840
Indonesia;Nusa Tenggara Barat;75;1967050;928978;929877;11369;2616;2478;1535;4148;1879;2217;1809;2463;1779;1094;1901;2863;1141;5330;3637;3200;4740;5989;6739;5370;3816;4363;7265;4940
Indonesia;Nusa Tenggara Timur;0;4644369;4644369;4644369;31755;4778;4669;3905;4787;5129;7079;5119;4525;5979;1813;8103;5449;3843;16734;12295;12472;16048;8672;13028;9713;13154;10085;14763;10649
Indonesia;Nusa Tenggara Timur;10;4644369;2633119;2488627;31755;4751;4638;3876;4733;5084;7027;5070;4483;5944;1794;7928;4763;2459;10713;8405;8406;11594;5793;8706;7136;10503;7709;10012;7273
Indonesia;Nusa Tenggara Timur;15;4644369;2567518;2351483;31755;4743;4629;3868;4722;5076;7016;5059;4474;5935;1789;7896;4741;2390;10432;8227;8220;11369;5662;8526;7015;10360;7574;9793;7129
Indonesia;Nusa Tenggara Timur;20;4644369;2513557;2317975;31755;4736;4618;3859;4705;5068;7004;5048;4466;5929;1787;7867;4721;2329;10124;8037;8037;11136;5550;8335;6898;10229;7451;9564;6977
Indonesia;Nusa Tenggara Timur;25;4644369;2406907;2244331;31755;4729;4613;3853;4692;5060;6994;5040;4457;5922;1782;7841;4681;2214;9654;7745;7705;10743;5370;8062;6703;10024;7237;9176;6725
Indonesia;Nusa Tenggara Timur;30;4644369;2298069;2190811;31755;4725;4608;3848;4686;5052;6987;5033;4451;5917;1779;7816;4649;2105;9175;7422;7367;10350;5184;7794;6516;9791;7000;8807;6484
Indonesia;Nusa Tenggara Timur;50;4644369;1992016;1841980;31755;4644;4516;3769;4549;4940;6856;4906;4354;5815;1739;7504;4486;1720;7247;6116;6074;8640;4297;6506;5674;8804;6063;7230;5497
Indonesia;Nusa Tenggara Timur;75;4644369;1481038;1304477;31755;4294;4090;3435;3936;4389;6150;4263;3839;5242;1545;6185;4001;1151;4413;3740;3909;5473;2738;4093;4049;6618;4298;4532;3790
Indonesia;Papua;0;31378136;31378136;31378136;148114;12663;20616;11794;19270;14785;21417;21202;15631;23289;25780;23306;47046;39433;60408;84020;85441;52107;36196;35808;30898;27131;29775;25467;25247
Indonesia;Papua;10;31378136;30022888;30185463;148114;12622;20532;11752;19181;14743;21341;21161;15578;23188;25709;23191;46778;38314;59089;82521;83675;50217;35105;34827;30137;26524;28853;23378;22937
Indonesia;Papua;15;31378136;29866901;30010922;148114;12609;20513;11743;19161;14738;21326;21153;15571;23165;25697;23178;46750;38227;59000;82395;83506;50027;35026;34750;30081;26472;28790;23271;22852
Indonesia;Papua;20;31378136;29788796;29968180;148114;12602;20502;11738;19148;14734;21318;21146;15566;23152;25690;23168;46730;38153;58913;82271;83388;49908;34950;34689;30011;26418;28704;23134;22748
Indonesia;Papua;25;31378136;29692816;29858061;148114;12596;20491;11735;19139;14731;21311;21142;15561;23143;25686;23163;46713;38086;58845;82180;83289;49772;34885;34639;29965;26382;28653;23059;22687
Indonesia;Papua;30;31378136;29567782;29724325;148114;12589;20479;11731;19129;14728;21300;21135;15555;23129;25679;23157;46692;38013;58753;82032;83052;49615;34778;34560;29911;26341;28605;22967;22586
Indonesia;Papua;50;31378136;28806014;28911659;148114;12472;20257;11636;18953;14662;21143;21030;15459;22931;25568;23035;46483;37503;58077;80718;81190;48561;34057;34108;29515;26073;28286;22418;21871
Indonesia;Papua;75;31378136;27274227;27158018;148114;11771;18842;10988;17940;14151;20292;20353;14885;21730;24802;22410;45459;36101;55241;74636;75006;45359;31927;32166;27620;24755;26600;20268;19784
Indonesia;Papua Barat;0;9852259;9852259;9852259;20656;6094;14802;7265;12264;7099;11097;6656;7918;14462;11718;11570;13625;8036;18382;42940;27415;16135;20816;17053;16668;12403;14043;17111;12470
Indonesia;Papua Barat;10;9852259;9493697;9458946;20656;6087;14776;7254;12246;7091;11071;6653;7897;14443;11702;11557;13578;7939;18032;42584;27027;15956;20613;16687;16425;12244;13839;16731;12222
Indonesia;Papua Barat;15;9852259;9479114;9442574;20656;6083;14768;7252;12240;7090;11062;6651;7894;14438;11699;11554;13573;7929;17997;42554;26965;15939;20586;16650;16391;12233;13814;16676;12198
Indonesia;Papua Barat;20;9852259;9472515;9437872;20656;6081;14763;7250;12236;7087;11059;6650;7892;14435;11696;11552;13569;7922;17971;42523;26924;15923;20567;16622;16371;12224;13797;16643;12181
Indonesia;Papua Barat;25;9852259;9465584;9428251;20656;6081;14758;7249;12232;7086;11053;6648;7891;14433;11693;11552;13564;7917;17946;42502;26893;15913;20545;16599;16355;12219;13780;16615;12170
Indonesia;Papua Barat;30;9852259;9456462;9420124;20656;6078;14749;7247;12226;7085;11049;6648;7890;14431;11693;11549;13560;7906;17905;42462;26815;15891;20511;16558;16318;12209;13752;16565;12150
Indonesia;Papua Barat;50;9852259;9412141;9362224;20656;6057;14677;7225;12172;7064;10989;6635;7866;14387;11659;11521;13508;7840;17665;42190;26314;15724;20296;16292;16083;12120;13624;16296;12030
Indonesia;Papua Barat;75;9852259;9294380;9223871;20656;5909;14091;7074;11897;6930;10703;6540;7725;14133;11476;11380;13279;7618;16876;40725;24719;15151;19622;15547;15328;11809;13230;15609;11690
Indonesia;Riau;0;8988032;8988032;8988032;847460;158886;156495;57942;273415;359323;204523;224471;212579;251206;344959;260151;355533;169619;301936;100970;164664;142914;115312;117234;108056;108359;100378;136625;123441
Indonesia;Riau;10;8988032;8016622;7934355;847460;157379;155176;57462;271380;356257;202618;213210;205142;248465;342396;255952;348623;157858;285863;92289;149865;126866;103415;105036;96685;97780;88997;118489;103935
Indonesia;Riau;15;8988032;7964137;7834569;847460;157170;155025;57399;271159;356001;202471;212853;204922;248265;342255;255768;348126;157434;284988;91834;149007;125888;102711;104332;96041;97147;88339;117518;102948
Indonesia;Riau;20;8988032;7916913;7772938;847460;156883;154825;57314;270913;355733;202306;212392;204736;248105;342100;255501;347176;156907;283944;91381;148212;124993;102021;103701;95415;96521;87731;116511;101901
Indonesia;Riau;25;8988032;7891681;7694719;847460;156726;154699;57263;270766;355588;202220;212245;204663;248025;342028;255425;346945;156685;283498;91135;147788;124519;101692;103388;95132;96216;87431;116052;101430
Indonesia;Riau;30;8988032;7848784;7646462;847460;156510;154561;57204;270588;355413;202107;211991;204516;247897;341923;255307;346655;156345;282785;90762;147085;123675;101107;102819;94605;95679;86882;115270;100670
Indonesia;Riau;50;8988032;7604980;7195401;847460;154509;152972;56634;268544;353017;200782;209425;202761;246567;340587;254070;343241;153867;278114;88355;142558;118836;97682;99456;91609;92530;83929;110834;96353
Indonesia;Riau;75;8988032;6774471;6326934;847460;145952;144433;53613;257092;339193;192739;199123;194584;238987;332249;248842;333891;145569;260981;80407;126174;101639;84294;85972;79433;80095;72031;92902;80782
Indonesia;Sulawesi Barat;0;1657135;1657135;1657135;23849;16427;12130;6897;15766;9410;11518;4158;12567;11888;7211;13923;13651;8407;15039;15103;14564;13479;13818;14167;9090;10393;10825;16784;8920
Indonesia;Sulawesi Barat;10;1657135;1540052;1511829;23849;16412;12117;6890;15748;9400;11494;4155;12551;11869;7202;13877;13581;8149;14406;14289;13892;12782;13169;13298;8647;9972;10218;15097;8563
Indonesia;Sulawesi Barat;15;1657135;1531163;1498411;23849;16409;12114;6888;15746;9399;11490;4154;12548;11866;7201;13869;13574;8129;14353;14220;13834;12721;13117;13223;8612;9938;10165;14975;8532
Indonesia;Sulawesi Barat;20;1657135;1525588;1494036;23849;16404;12112;6887;15741;9397;11487;4152;12543;11863;7199;13863;13566;8107;14305;14159;13781;12665;13069;13160;8574;9906;10124;14886;8503
Indonesia;Sulawesi Barat;25;1657135;1521571;1486120;23849;16403;12110;6885;15739;9397;11483;4152;12542;11861;7199;13862;13562;8096;14280;14128;13752;12640;13043;13123;8557;9889;10102;14830;8490
Indonesia;Sulawesi Barat;30;1657135;1513864;1478639;23849;16400;12107;6885;15736;9396;11481;4152;12540;11858;7196;13855;13555;8072;14213;14055;13677;12564;12974;13036;8513;9848;10043;14697;8456
Indonesia;Sulawesi Barat;50;1657135;1479045;1433784;23849;16364;12076;6868;15695;9377;11449;4142;12504;11814;7178;13795;13498;7938;13920;13701;13341;12233;12663;12645;8330;9687;9800;14114;8292
Indonesia;Sulawesi Barat;75;1657135;1374201;1326376;23849;16002;11752;6726;15234;9170;11115;4039;12126;11383;6981;13320;13051;7234;12369;12057;11811;10704;11129;10973;7377;8829;8652;12104;7574
Indonesia;Sulawesi Selatan;0;4547457;4547457;4547457;31710;8651;12866;6069;18144;8682;14143;9642;8241;23773;8513;14813;17529;11662;25419;31294;33735;27857;22973;29406;16713;12420;20717;41454;12164
Indonesia;Sulawesi Selatan;10;4547457;3191289;3179908;31710;8549;12781;6013;17956;8617;13990;9570;8171;23532;8440;14510;16304;9336;22159;28776;31456;24872;20189;24267;14766;10641;16878;29370;10052
Indonesia;Sulawesi Selatan;15;4547457;3137704;3106220;31710;8526;12762;6003;17914;8601;13958;9555;8156;23487;8426;14472;16246;9237;21962;28564;31285;24618;19957;23849;14612;10517;16586;28599;9910
Indonesia;Sulawesi Selatan;20;4547457;3105684;3087149;31710;8512;12746;5994;17880;8589;13926;9544;8144;23442;8415;14438;16200;9154;21797;28398;31148;24411;19774;23534;14492;10420;16369;28064;9806
Indonesia;Sulawesi Selatan;25;4547457;3078437;3049786;31710;8498;12738;5989;17858;8580;13909;9535;8138;23413;8408;14413;16170;9099;21700;28298;31061;24281;19655;23313;14407;10357;16218;27632;9729
Indonesia;Sulawesi Selatan;30;4547457;3038092;3012289;31710;8487;12727;5984;17831;8573;13891;9525;8126;23379;8401;14390;16130;9008;21475;28080;30886;24051;19442;22925;14268;10243;15943;26949;9599
Indonesia;Sulawesi Selatan;50;4547457;2862173;2806218;31710;8325;12571;5902;17498;8453;13639;9390;7986;22955;8277;14098;15790;8538;20492;26986;29972;22823;18378;21060;13535;9655;14696;23799;8944
Indonesia;Sulawesi Selatan;75;4547457;2410049;2382830;31710;7528;11511;5434;15648;7723;12225;8467;7034;20247;7377;12505;14188;6871;16653;23029;26280;18249;14618;15235;11018;7588;10810;15841;6955
Indonesia;Sulawesi Tengah;0;6115641;6115641;6115641;39521;17621;33282;20168;40279;18115;30714;20410;16793;52623;22055;26449;37755;31100;50558;97353;77676;39484;40355;49669;28491;24242;26664;49136;31352
Indonesia;Sulawesi Tengah;10;6115641;5740346;5681548;39521;17580;33218;20145;40212;18091;30670;20374;16755;52513;22014;26272;37321;29035;47626;93244;75020;37532;38199;46481;27229;23015;25147;44471;29435
Indonesia;Sulawesi Tengah;15;6115641;5710299;5645681;39521;17571;33203;20142;40195;18085;30659;20367;16747;52486;22005;26243;37270;28853;47354;92822;74802;37369;37995;46190;27104;22887;25010;44032;29215
Indonesia;Sulawesi Tengah;20;6115641;5694407;5633959;39521;17563;33187;20138;40182;18080;30650;20359;16742;52463;21994;26226;37239;28750;47153;92510;74605;37217;37828;45955;26987;22785;24884;43726;29056
Indonesia;Sulawesi Tengah;25;6115641;5681989;5611010;39521;17557;33181;20136;40172;18077;30644;20355;16738;52449;21990;26215;37214;28663;47031;92326;74497;37143;37731;45818;26924;22724;24805;43516;28953
Indonesia;Sulawesi Tengah;30;6115641;5659031;5588918;39521;17547;33169;20131;40160;18074;30635;20347;16733;52427;21980;26195;37172;28515;46762;91932;74262;36947;37525;45513;26788;22583;24645;43093;28744
Indonesia;Sulawesi Tengah;50;6115641;5563255;5450312;39521;17479;33041;20081;39996;18027;30548;20275;16655;52178;21895;26072;36945;27951;45634;90217;72942;36078;36516;44055;26113;22008;23992;41247;27873
Indonesia;Sulawesi Tengah;75;6115641;5256814;5130750;39521;16981;32048;19568;38824;17610;29772;19679;16192;50461;21263;25353;35771;25970;40870;83202;66993;32110;32286;38610;23216;19469;21126;35109;24644
Indonesia;Sulawesi Tenggara;0;3663093;3663093;3663093;47717;16168;15984;13483;41917;16490;44606;10022;8761;30359;7659;23488;23947;18147;48338;49996;41525;30768;28703;42100;21250;14534;15697;45550;20155
Indonesia;Sulawesi Tenggara;10;3663093;3233388;3229577;47717;16038;15910;13450;41749;16450;44484;10003;8729;30217;7647;23103;23275;15934;41153;44631;39008;27781;25003;36168;19318;12751;13766;35925;17471
Indonesia;Sulawesi Tenggara;15;3663093;3208814;3201781;47717;16012;15892;13443;41700;16443;44455;9996;8719;30176;7641;23055;23205;15779;40670;44275;38830;27571;24743;35756;19186;12636;13634;35310;17270
Indonesia;Sulawesi Tenggara;20;3663093;3193606;3186791;47717;15987;15874;13433;41662;16431;44423;9992;8712;30141;7638;23012;23136;15667;40296;43992;38681;27392;24532;35441;19083;12543;13531;34867;17130
Indonesia;Sulawesi Tenggara;25;3663093;3181521;3164639;47717;15970;15865;13426;41633;16426;44406;9987;8707;30114;7636;22983;23100;15602;40099;43836;38597;27303;24423;35266;19024;12495;13477;34624;17050
Indonesia;Sulawesi Tenggara;30;3663093;3163838;3151224;47717;15947;15851;13418;41603;16418;44384;9984;8700;30091;7630;22949;23041;15485;39717;43540;38445;27135;24214;34956;18920;12405;13369;34164;16908
Indonesia;Sulawesi Tenggara;50;3663093;3075180;3050917;47717;15720;15717;13347;41262;16336;44060;9916;8604;29713;7594;22616;22678;14854;37655;41802;37480;26136;23009;33106;18305;11897;12768;31642;16142
Indonesia;Sulawesi Tenggara;75;3663093;2822638;2809184;47717;14696;14878;12887;39455;15808;42006;9541;8117;27826;7340;21289;21347;12804;30840;35803;33910;22541;19013;27397;16108;10240;10812;24199;13566
Indonesia;Sulawesi Utara;0;1450713;1450713;1450713;4054;4534;7706;2915;6858;3479;4901;4291;1613;7020;2044;3124;2693;1855;7568;16304;9243;6212;8261;10102;3438;3155;3039;7186;4068
Indonesia;Sulawesi Utara;10;1450713;1329032;1312198;4054;4525;7693;2913;6847;3476;4897;4284;1611;7007;2039;3119;2677;1748;7046;15786;8907;5899;7672;9210;3198;2907;2807;6092;3602
Indonesia;Sulawesi Utara;15;1450713;1321676;1301305;4054;4524;7690;2910;6845;3475;4895;4282;1611;7004;2039;3118;2675;1739;7000;15741;8873;5868;7618;9133;3179;2885;2785;6005;3568
Indonesia;Sulawesi Utara;20;1450713;1317112;1299213;4054;4522;7687;2910;6844;3475;4895;4281;1609;7001;2038;3117;2673;1732;6974;15704;8851;5846;7584;9083;3167;2871;2776;5951;3546
Indonesia;Sulawesi Utara;25;1450713;1314043;1294561;4054;4522;7686;2910;6842;3475;4894;4280;1609;7001;2037;3117;2672;1730;6962;15687;8844;5837;7568;9064;3161;2865;2769;5928;3535
Indonesia;Sulawesi Utara;30;1450713;1305508;1287301;4054;4520;7683;2910;6841;3473;4894;4278;1609;6999;2037;3116;2671;1715;6875;15596;8782;5777;7455;8921;3124;2824;2731;5793;3474
Indonesia;Sulawesi Utara;50;1450713;1277909;1240880;4054;4504;7662;2907;6826;3469;4884;4265;1604;6973;2031;3107;2657;1687;6736;15431;8669;5675;7273;8636;3059;2752;2660;5502;3333
Indonesia;Sulawesi Utara;75;1450713;1185486;1151278;4054;4366;7470;2866;6683;3412;4796;4147;1568;6754;1975;3020;2563;1548;6085;14552;8105;5174;6459;7487;2740;2424;2338;4486;2818
Indonesia;Sumatera Barat;0;4214586;4214586;4214586;107826;15105;15450;9862;26647;29358;32812;31750;34096;40668;23010;42677;36664;23020;31727;23247;40990;54207;39022;32991;33488;39201;38145;38308;35490
Indonesia;Sumatera Barat;10;4214586;3885065;3816471;107826;15056;15412;9844;26591;29315;32767;31714;34063;40590;22981;42619;36556;22575;30777;22649;39593;52068;37760;31349;30965;36371;36109;35762;32822
Indonesia;Sumatera Barat;15;4214586;3859990;3784696;107826;15046;15404;9841;26578;29306;32750;31702;34055;40574;22975;42606;36545;22525;30706;22595;39462;51890;37642;31236;30787;36190;35943;35580;32636
Indonesia;Sumatera Barat;20;4214586;3844454;3773383;107826;15036;15397;9839;26565;29299;32742;31693;34048;40560;22970;42592;36531;22489;30648;22557;39363;51772;37557;31139;30629;36048;35810;35431;32476
Indonesia;Sumatera Barat;25;4214586;3831991;3754636;107826;15028;15390;9836;26556;29292;32732;31684;34043;40551;22967;42583;36525;22469;30620;22538;39293;51687;37507;31080;30538;35953;35731;35339;32379
Indonesia;Sumatera Barat;30;4214586;3810773;3732176;107826;15016;15384;9833;26547;29284;32715;31672;34037;40537;22960;42570;36511;22433;30560;22500;39172;51512;37400;30977;30395;35801;35602;35180;32209
Indonesia;Sumatera Barat;50;4214586;3708105;3613289;107826;14907;15294;9793;26404;29163;32583;31514;33940;40325;22891;42425;36399;22203;30242;22277;38505;50621;36814;30404;29677;35040;34800;34340;31326
Indonesia;Sumatera Barat;75;4214586;3431665;3363352;107826;14232;14692;9460;25322;28235;31501;30197;33082;38982;22374;41534;35733;21169;28734;21175;35679;46665;34401;27556;25660;30445;31231;30402;27008
Indonesia;Sumatera Selatan;0;8699118;8699118;8699118;649459;60149;67436;31567;103820;90082;175178;177851;191230;203526;121033;134056;368517;109038;174804;186629;301344;151950;148571;122282;125925;93236;103131;169250;145548
Indonesia;Sumatera Selatan;10;8699118;7351075;7113543;649459;59527;66540;31043;102918;88516;172270;175611;190053;202319;120543;132941;363351;102785;163120;173509;281924;131791;130538;107173;112168;81429;91156;145606;126046
Indonesia;Sumatera Selatan;15;8699118;7239961;6974413;649459;59407;66400;30961;102739;88107;171557;175062;189832;202092;120462;132742;362786;102289;162095;172209;280049;129412;128900;105805;110974;80346;90117;143625;124198
Indonesia;Sumatera Selatan;20;8699118;7171027;6908650;649459;59244;66224;30836;102477;87895;171142;174710;189600;201818;120334;132564;362151;101788;161146;171081;278596;127733;127573;104661;110006;79341;89154;141821;122824
